"athlete_id","session_id","date","session_type","total_distance","high_speed_running","sprint_count","accelerations","decelerations","player_load","metabolic_power","heart_rate","hrv","resting_hr","srpe","sleep_duration","sleep_quality","muscle_soreness","acute_workload","chronic_workload","acwr","prior_injury","match_congestion","position","sport_specific_actions","fatigue_level","injury_7d"
2,5,2025-01-05,"training",6901.11191741408,1873.79544148155,14,26,21,400.456078274706,7.05907167782376,154,71.297368714344,45,275,7.42227165532866,4,1,3391.61801904682,2397.93348936876,1.41439203134014,1,0,"defender",7,1,0
2,6,2025-01-06,"training",6605.91722406141,1166.81729772532,20,5,31,349.389239508934,6.4362982025311,137,68.0322330881852,54,141,7.69992778209518,4,1,3513.80861958387,2431.03074035571,1.44539867853326,1,0,"defender",3,2,1
2,7,2025-01-07,"training",5085.50345224336,1203.82859671123,18,41,41,775.224503416566,9.19040269934376,120,58.3008158189683,55,156,9.03127848067993,5,2,4500,2411.16717133383,1.86631605369388,1,0,"defender",4,3,0
2,8,2025-01-08,"match",9647.2578861962,2177.06673597219,22,93,30,1098.17882970631,11.0786335666467,161,58.6561616581695,59,417,6.9342218809264,4,1,4021.73123664602,2360.63506136994,1.70366495967916,1,1,"defender",21,4,1
2,9,2025-01-09,"training",7689.64933967703,2100.34678292943,13,45,30,651.529080421261,8.84785992816372,144,47.8895922694729,49,306,7.49471922620584,3,3,3776.11649252667,2529.21787252731,1.49299771029746,1,1,"defender",15,5,0
2,10,2025-01-10,"training",7624.98756052004,1659.30636720194,16,50,60,942.40276501056,1.97840429158214,134,70.7003971956638,45,164,10,4,3,4128.53801565071,2927.31146383301,1.4103514664083,1,1,"defender",13,2,0
2,11,2025-01-11,"training",6887.71578086807,1369.78779788806,0,39,46,794.816462290953,8.17397877352057,147,72.4995966514182,53,224,9.4101712233071,5,3,3950.46747685971,2993.1466068695,1.31983761429964,1,1,"defender",9,1,0
2,12,2025-01-12,"training",6539.06041349107,1137.88769590413,16,20,35,568.61668481354,4.80990034378538,120,65.5035325214327,51,277,6.94640338364345,4,1,4040.17367612612,2835.04482493926,1.42508282076728,1,0,"defender",7,2,0
2,13,2025-01-13,"training",6360.17163611589,878.756624690276,4,57,25,640.105151362551,6.40033097964678,137,65.1726239967815,55,208,7.51271722970557,4,1,4010.56309679889,2917.65410632526,1.37458483790258,1,0,"defender",8,2,0
2,14,2025-01-14,"match",8712.69526813467,1387.17646428341,29,61,66,1113.73369273241,14.1687350835286,160,41.8592518771104,51,375,7.27007975866186,4,1,4500,3129.05303755689,1.43813477943267,1,1,"defender",22,4,0
2,15,2025-01-15,"training",6126.80044764203,916.499134213163,16,25,39,584.954059656948,3.03465669969654,143,64.2284443437617,54,169,6.95233467134852,4,1,4236.14367762708,3200,1.32379489925846,1,1,"defender",7,2,0
2,16,2025-01-16,"training",5309.4867429361,728.738383043815,16,47,13,557.017438757318,6.77500669119362,147,66.2794120971335,54,199,6.69649684431066,4,7,4459.26149312961,3200,1.393519216603,1,1,"defender",0,2,0
2,17,2025-01-17,"training",5952.94270278485,1818.94394458944,14,46,44,675.064746993277,6.70959917717512,123,73.9326587599945,49,251,7.79605020266408,5,3,4500,3200,1.40625,1,1,"defender",3,1,0
2,18,2025-01-18,"training",7433.8933469495,1264.68515740108,8,46,40,791.113648554317,10.5790236809912,164,56.0671092276401,54,281,9.30333607513512,5,2,4500,3200,1.40625,1,0,"defender",15,2,0
2,19,2025-01-19,"training",7163.6020763466,1868.62668298428,17,29,29,496.910671796748,7.59762137548708,149,60.04746071486,63,197,5.97472352451465,4,1,4500,3200,1.40625,1,0,"defender",12,2,0
2,20,2025-01-20,"training",7279.04331794294,1696.91146315238,21,46,31,629.462846946136,8.91112822496864,135,54.4722950027732,52,103,8.64532912124096,5,1,4500,3200,1.40625,1,0,"defender",19,2,0
2,21,2025-01-21,"training",7487.90056359972,1268.83588786798,18,36,17,410.057092921247,6.37718040894435,144,68.6074220278527,46,325,6.43495354846377,5,1,4500,3200,1.40625,1,0,"defender",8,1,0
2,22,2025-01-22,"training",6386.89519799433,1278.95257959211,10,38,7,318.532499793338,10.0576622338641,120,57.1249282801257,50,186,8.14861351110101,5,1,4500,3200,1.40625,1,0,"defender",-6,1,1
2,23,2025-01-23,"training",6796.53702914072,1501.71851948384,20,32,51,704.231962093502,7.85991401350749,149,65.4900177444131,53,185,6.93575290151998,2,5,4500,3200,1.40625,1,0,"defender",5,3,0
2,24,2025-01-24,"training",6381.46041494089,1574.95610628362,15,30,36,584.182194785811,9.50076901896757,152,50.9686805195838,52,166,8.8877008384631,5,2,4500,3200,1.40625,1,0,"defender",17,2,0
2,25,2025-01-25,"training",8108.80057948958,1409.52429942854,16,28,26,464.086422042276,9.15020983750267,157,58.1760836670876,53,158,7.11451394284723,4,1,4500,3200,1.40625,1,0,"defender",1,2,0
3,1,2025-01-01,"training",7967.34498189701,1486.30543149809,6,38,48,684.939957597875,6.12081680806175,137,64.9394083715227,55,210,9.1862240099591,5,6,2301.54691994846,2622.90785940336,0.877479135112278,0,0,"midfielder",1,1,1
3,2,2025-01-02,"training",7837.10811565679,1619.87780416733,10,44,31,548.823308280539,6.50024377861642,128,63.8088558317384,56,259,6.6537531138402,4,2,1959.51692282568,2683.18644875078,0.730294729886541,0,0,"midfielder",20,2,0
3,3,2025-01-03,"training",8187.65277781322,1864.27411950796,5,56,34,680.533506192891,8.94103667292142,142,57.0597061742579,61,231,9.37931298927009,5,1,2107.48737461452,2726.57242005286,0.772943846682666,0,0,"midfielder",1,1,1
3,4,2025-01-04,"training",8037.36073671282,2169.81144646184,14,37,46,725.626186030511,5.67122606331533,129,75.385170884339,51,231,8.22674269630273,5,4,1865.09881590533,2779.85072121942,0.670934882103015,0,0,"midfielder",14,1,1
3,5,2025-01-05,"training",8644.88249591335,2165.73264979465,4,63,51,940.393301883203,6.48382015091132,152,50.083848950166,51,134,6.48044571654516,4,1,1845.37076345506,2682.34439011119,0.687969363761887,0,0,"midfielder",5,3,0
3,6,2025-01-06,"training",8557.52532513755,1730.02934184982,5,19,40,530.075007165894,3.48581866087725,130,58.8809011031299,57,218,7.14324858075595,5,1,1500,2756.01739734725,0.544263618017722,0,0,"midfielder",5,2,0
3,7,2025-01-07,"training",7554.32057080691,1685.87252798372,13,37,20,447.480202921851,8.56993733160563,164,63.8991352652767,57,277,8.36286351527606,5,1,1500,2758.24157215536,0.543824737884674,0,0,"midfielder",8,2,0
3,8,2025-01-08,"match",10330.7578823803,2724.36169607919,40,77,33,1012.18697317974,10.6483341498168,161,68.1476164073879,53,432,6.22593315445566,3,2,1500,2638.70961280621,0.568459671621381,0,1,"midfielder",13,3,0
3,9,2025-01-09,"training",7567.64413314883,1752.42901803753,11,57,70,1063.7613912333,5.17450068020774,124,72.8840140396205,54,260,8.59833607287906,5,1,1500,2723.10082833686,0.550842621907661,0,1,"midfielder",2,2,1
3,10,2025-01-10,"training",5983.61505226907,1168.2902523177,7,55,40,807.55848566094,7.80511124645455,151,48.5719061196318,58,283,6.41218890835152,5,2,1500,2811.52499858865,0.533518286607084,0,1,"midfielder",4,4,0
3,11,2025-01-11,"training",5713.47159321151,1478.69763944632,20,36,3,327.201716129888,10.8822142851864,139,41.7750297551898,55,290,6.17083439988551,5,1,1511.86305119811,2885.71107220081,0.523913521960837,1,1,"midfielder",-4,4,0
3,12,2025-01-12,"training",6879.09652574362,1271.89449290087,0,44,60,866.110247223338,7.04145468264957,160,44.7017003201695,55,207,8.75580265729856,5,1,2028.32958899096,2999.33059626154,0.676260760157325,1,0,"midfielder",13,3,1
3,13,2025-01-13,"training",6834.39211920114,1200.73746628102,6,37,18,467.945593041279,7.41173091186257,140,76.8515621141923,57,284,5.94890315300384,4,1,2005.8805499357,2654.97848068308,0.755516688564505,1,0,"midfielder",11,1,0
3,14,2025-01-14,"match",13267.4147621289,2952.39255545433,27,69,60,1069.00352348831,8.7627949998112,163,47.0141436583064,64,852,7.14936304625738,3,2,2788.2818588899,2582.44730120353,1.07970523061223,1,1,"midfielder",18,3,0
3,15,2025-01-15,"training",5567.69097337057,1401.99945187178,0,14,14,275.275145156731,8.08548302070832,169,39.7117138834906,59,190,6.46803734825379,3,3,3183.6556348027,2517.67895245588,1.26452009764676,1,1,"midfielder",9,4,0
3,16,2025-01-16,"training",8850.24418603284,1976.62640011102,4,54,43,847.174803250252,2.12072186404074,152,84.5656893063841,51,206,5.57165846490437,4,1,3269.28981635974,2611.83532720999,1.25172126370312,1,1,"midfielder",17,1,0
3,17,2025-01-17,"training",5581.89641284625,1177.90725177075,8,22,42,577.591402039391,6.50978335573527,153,58.7543375178902,51,230,8.73388819875828,3,2,2824.40265439799,2512.10853517214,1.12431553607394,1,1,"midfielder",11,3,0
3,18,2025-01-18,"training",8185.26891446613,2045.53806147087,10,37,25,463.943273918244,9.96677132487829,128,56.7081207183276,53,248,6.34393849318429,4,2,3000.95399786843,2648.55694271494,1.13305247452685,1,0,"midfielder",3,1,0
3,19,2025-01-19,"training",6734.79712120973,1095.81202961727,0,31,46,696.435777571816,7.97623521807528,142,57.1026280076001,53,320,7.30757850796408,5,2,2518.84427138258,2535.87249867123,0.993285061730204,1,0,"midfielder",3,1,0
3,20,2025-01-20,"training",6345.16362390965,1829.851894354,4,16,38,376.851365581838,2.3655316864467,145,59.8558413145376,49,151,6.90243888052983,3,2,2732.47691576317,2455.6717718885,1.11272074185297,1,0,"midfielder",12,2,0
3,21,2025-01-21,"training",6587.34769028854,1410.35217602101,14,62,24,701.327532199014,6.4607056247384,148,65.0622998629624,55,235,7.34666262655761,5,1,3489.97991228283,2478.32912330849,1.40819872528626,1,0,"midfielder",3,1,0
3,22,2025-01-22,"training",9095.10779100419,2069.98018252397,4,63,52,1054.22757442729,6.89337525609373,154,60.9410817504081,48,458,5.57766992817503,4,3,3277.7956130639,2690.47859879188,1.2182946240627,1,0,"midfielder",4,2,0
3,23,2025-01-23,"training",8940.57565860381,1983.71017846354,9,53,45,844.554348180731,9.19151758597767,120,69.8840625409595,54,490,8.97267624561526,5,3,2580.51725266918,2399.38383810136,1.07549163734934,1,0,"midfielder",6,1,0
3,24,2025-01-24,"training",7582.20586262618,1902.35330375562,21,33,24,400.209700612314,8.98534626117015,150,63.2322160380041,49,284,7.86989879812403,5,1,2892.80003173155,2533.49310572412,1.14182273683541,1,0,"midfielder",10,1,0
3,25,2025-01-25,"training",7426.69443833143,1711.49516023793,10,29,40,739.785396455045,6.07939584417106,152,63.6859377731154,58,342,7.73490322368097,4,5,2505.40389646113,2350.75926371607,1.06578497217133,1,0,"midfielder",6,1,0
4,1,2025-01-01,"training",5466.32587442431,757.405506373525,28,27,23,440.921558536406,8.59602374665545,167,56.5876259050426,55,236,7.11840968876958,4,1,2381.75107208656,2464.10810631485,0.966577345361909,0,0,"midfielder",15,2,0
4,2,2025-01-02,"training",5207.94140554738,1095.34114985412,40,32,44,651.574250636348,7.1678927779714,145,51.8814708454451,61,196,7.03691783882234,5,3,2014.93515300557,2565.49960121006,0.785396790572561,0,0,"midfielder",16,2,0
4,3,2025-01-03,"training",5723.82146699241,1270.80664565966,36,37,51,730.076493282154,9.03003075604683,132,62.3708918717531,60,103,7.33753350405137,5,1,1780.40142627243,2694.91678395933,0.660651726565258,0,0,"midfielder",14,2,0
4,4,2025-01-04,"training",7831.6623425708,1446.98241382825,9,84,37,1078.23402917445,8.521056798507,133,39.7474957307537,65,283,7.3736674523213,5,4,2103.73252808583,2712.8949559817,0.775456684545522,0,0,"midfielder",17,3,0
4,5,2025-01-05,"training",6639.02225193131,1754.03881486034,30,23,38,482.635128112633,5.67536271740017,141,68.5812995640119,50,268,8.96974022677602,5,3,2632.98978621275,2778.14598196296,0.947750695358474,0,0,"midfielder",6,1,0
4,6,2025-01-06,"training",7055.67538609415,1209.20789566331,19,36,51,737.253266245875,8.63536055342532,156,57.0894555544448,52,355,7.62618721487188,5,2,3175.84040510815,2748.08386383922,1.15565629087874,0,0,"midfielder",9,1,0
4,7,2025-01-07,"training",5827.74014619901,984.412739583276,0,32,50,672.585269378121,6.99268451249165,136,61.2124046791897,56,147,7.70018345367031,4,3,4157.42295526877,3090.87033330654,1.34506546925288,0,0,"midfielder",6,2,1
4,8,2025-01-08,"match",8810.70486721775,2115.43405397878,13,65,66,1142.14663776632,12.1871717715932,184,56.929668479691,58,543,6.97610612108976,5,2,3691.51605042634,2920.75915102026,1.26388923548758,0,1,"midfielder",19,2,0
4,9,2025-01-09,"training",7304.70608522351,1851.11981328727,10,49,38,725.577483016381,7.62274040260085,129,60.1939156497815,60,222,7.66639503452258,5,1,3956.31076430719,2917.72177775061,1.35595888356335,0,1,"midfielder",16,2,1
4,10,2025-01-10,"training",4657.74715791997,1311.94465006968,17,31,28,425.55937888375,8.00635196168338,174,65.0284581920629,59,181,7.20388925386151,3,2,3865.25946790875,3098.35804607064,1.24751865679653,0,1,"midfielder",0,3,0
4,11,2025-01-11,"training",7005.86961177219,1990.60424980961,23,35,54,738.138058159323,9.29960356850727,120,60.253711045054,63,218,6.65289630437528,4,1,3808.61848187505,3004.37654694339,1.26769012551036,0,1,"midfielder",-1,3,1
4,12,2025-01-12,"training",7377.28136833334,1640.59539880277,14,36,57,802.161257762221,6.89039466737887,145,48.2753428547963,58,288,7.35369273588401,4,1,3885.0632690928,3117.68006450135,1.24613917679658,0,0,"midfielder",5,3,0
4,13,2025-01-13,"training",4592.36346932815,378.027423762914,24,33,27,456.213940183983,0.434126825950741,135,67.4189681853469,51,188,10,5,3,4388.58399790495,3163.96231394904,1.38705318282613,1,0,"midfielder",25,1,1
4,14,2025-01-14,"match",8450.00810965408,1474.50797061573,26,57,42,848.795312745539,13.4870310785642,163,39.1165208747427,55,425,4.96809411830277,3,4,4500,3200,1.40625,1,1,"midfielder",21,5,0
4,15,2025-01-15,"training",5545.63451438038,1449.31121913461,15,54,39,836.814736377048,11.2893341754838,136,53.6079030748688,47,193,7.49632639523325,5,1,3394.68112257019,3194.22266347082,1.06275657028917,1,1,"midfielder",12,2,0
4,16,2025-01-16,"training",5228.72978560565,863.174523503252,24,19,37,480.294898247358,2.50009301429778,150,64.0502176276035,52,226,9.6731114686568,5,1,3435.42540892919,3181.4145683511,1.07984210643435,1,1,"midfielder",10,1,1
4,17,2025-01-17,"training",6445.36304271197,1211.88997427937,15,24,6,339.370073288748,5.24769452813828,154,54.9631030369203,58,140,8.83839153331695,5,3,3231.65144970423,2929.79407876288,1.10303023448966,1,1,"midfielder",10,1,0
4,18,2025-01-18,"training",7227.04831668613,1638.72922817656,12,16,76,836.945601965284,8.68251302996203,129,59.2126030334718,61,269,6.10711297664146,5,1,2621.95391401893,3200,0.819360598130916,1,0,"midfielder",11,2,0
4,19,2025-01-19,"training",6540.21523746808,1918.49700067197,17,59,28,812.59783702646,5.99627218770901,159,59.9602925269794,56,163,7.03584875865946,4,2,2335.72960543852,3200,0.729915501699539,1,0,"midfielder",1,2,0
4,20,2025-01-20,"training",6990.19236572476,419.464008608763,7,21,61,651.526597027691,5.72864005490744,162,48.0483023562251,62,292,6.13601822891537,4,1,2454.24501957182,3200,0.766951568616195,1,0,"midfielder",8,3,0
4,21,2025-01-21,"training",5804.42867035214,1329.02603630059,18,51,21,575.821659724663,10.3134913953156,142,56.0411518243723,57,241,8.21495086044004,4,3,2412.14840200899,3200,0.753796375627808,1,0,"midfielder",6,2,0
4,22,2025-01-22,"training",5987.39890147336,1051.76620251332,11,55,44,857.532837208376,9.63330526058622,137,50.6293532487294,51,242,6.8927949936539,4,4,2346.99617940234,3200,0.733436306063232,1,0,"midfielder",8,3,1
4,23,2025-01-23,"training",6293.98556784833,1255.22558157749,0,46,44,709.497675969335,5.3930579554426,120,64.838289111318,46,248,8.03936819448955,4,1,2806.6068128411,3200,0.877064629012844,1,0,"midfielder",11,2,0
4,24,2025-01-24,"training",4972.02795731851,636.801218103203,16,36,55,729.069543633438,9.99612766161271,143,43.6947438039534,57,222,7.79980455541668,5,3,2898.32558785924,3200,0.905726746206013,1,0,"midfielder",15,2,0
4,25,2025-01-25,"training",6383.54713508902,1308.91411834131,8,48,24,660.302319799957,7.7956224761348,181,49.55604059602,56,219,6.13694313951338,3,1,3137.137744144,3200,0.980355545045001,1,0,"midfielder",9,3,0
5,1,2025-01-01,"training",6348.14332729602,1540.23327409867,9,51,42,776.210399963597,7.67360226713401,151,57.7669076933892,56,228,7.7414707217923,5,1,2205.58177862414,2106.48197458609,1.04704517068441,0,0,"defender",-2,1,0
5,2,2025-01-02,"training",6547.29159293236,1550.95058350992,9,66,43,947.705466684781,6.64807721936355,158,46.1325472055279,54,272,5.19541627916656,3,5,2680.20494684076,1993.02801386591,1.34479040344341,0,0,"defender",-3,4,0
5,3,2025-01-03,"training",7696.63013576424,1705.34519760127,16,71,45,976.829817922104,2.12083477098256,160,70.5329630403021,47,166,7.6275486255066,4,1,3405.54133738512,2175.84584982898,1.56515744791976,0,0,"defender",9,2,0
5,4,2025-01-04,"training",6526.3063617642,1531.43115696042,9,12,65,592.153368093983,5.69904475880028,141,59.3266031815344,53,299,7.4466998949291,5,3,3583.76206577736,2197.7339743623,1.63066235840361,0,0,"defender",11,2,0
5,5,2025-01-05,"training",6444.22421725155,1370.26529331542,18,53,27,718.716320643706,7.94892428396145,151,64.8455720277362,62,219,6.64435595506587,1,5,3227.55661645805,2348.06523912393,1.3745600261355,0,0,"defender",9,4,0
5,6,2025-01-06,"training",6805.46609466864,2011.00669749061,8,57,29,688.706572166414,10.4789116023985,170,51.5368353658606,49,184,5.45190349097005,3,1,4016.08404726452,2395.90245245479,1.67623020008587,0,0,"defender",15,4,0
5,7,2025-01-07,"training",6619.30075873925,1323.9042150959,8,20,47,637.677487057807,2.63876400079796,159,84.1711451570915,49,127,6.90139082279398,5,4,4500,2389.10350877035,1.88355171028823,0,0,"defender",13,2,0
5,8,2025-01-08,"match",8341.72417149217,1473.71936800346,31,70,57,1098.10468655777,12.8421773361504,161,44.0504282450795,50,360,9.09609866335315,5,1,4139.43831843456,2720.96443693373,1.52131290738195,0,1,"defender",17,4,0
5,9,2025-01-09,"training",6349.30486421632,1629.73261514947,13,63,11,708.620866432602,8.26403359145947,182,52.2719839568998,61,242,8.3786840911096,5,2,4177.47456240603,2724.5515904177,1.53327049379365,1,1,"defender",1,3,0
5,10,2025-01-10,"training",6057.02946440181,1275.70268769247,23,55,37,815.011560357913,1.80981005099429,134,61.5988391398165,50,209,7.55577725302547,4,1,4119.57131797125,2961.70496725732,1.39094587864576,1,1,"defender",4,3,0
5,11,2025-01-11,"training",7273.7752451888,1711.14196652001,15,37,41,608.995330816316,6.4171689169575,158,65.0171829752479,51,312,5.63737133476206,3,4,4236.3627074707,3200,1.32386334608459,1,1,"defender",13,3,0
5,12,2025-01-12,"training",7059.99697702269,1596.5105593406,13,42,32,640.223191472176,10.2762888685566,168,69.2572917846403,52,320,8.96773989748137,4,1,4113.11720929432,3194.09620942351,1.28772489606275,1,0,"defender",12,1,0
5,13,2025-01-13,"training",4824.77357706693,1203.0043605351,13,38,19,553.562056055225,5.26240803600483,148,60.6654959537525,59,190,6.26608478291203,3,1,4032.26697842435,2815.57338548269,1.43212995236246,1,0,"defender",8,3,0
5,14,2025-01-14,"match",9300.55731073725,2049.37574845217,24,45,60,923.71957119176,18.9589037963873,141,32.5914588785125,57,433,6.04119617892239,3,3,4500,2816.28730868677,1.59784833959229,1,1,"defender",18,5,0
5,15,2025-01-15,"training",7485.97945655522,1540.74103715214,2,48,57,867.933931331072,7.98053655024185,127,45.5574592730469,55,186,6.14944954274283,3,3,4417.78420764604,2709.92361675178,1.63022462343104,1,1,"defender",15,5,0
5,16,2025-01-16,"training",6812.28645313872,1764.92639355415,13,47,21,482.425410452641,4.23283951055838,145,76.5217428949219,53,227,6.21038206436886,3,1,4315.5570051692,2762.13384973323,1.56239966632537,1,1,"defender",18,3,0
5,17,2025-01-17,"training",7497.82592004419,1801.75609077051,12,26,31,416.037927198679,6.4536320948067,139,62.4208945225649,53,230,8.82103612904838,5,1,4500,3026.32805730213,1.4869504940623,1,1,"defender",6,2,0
5,18,2025-01-18,"training",7903.7387526984,1810.08990666429,0,59,43,927.927233090299,8.60430735448683,169,61.9927993939224,53,254,7.6739913006918,5,1,4366.8189726078,2862.41693368505,1.5255705488669,1,0,"defender",-10,2,0
5,19,2025-01-19,"training",8000.08100293374,1676.73742912483,20,49,39,771.41281989445,4.44050469197724,178,70.1382633720031,49,317,6.36326070074631,4,2,4355.19576665986,3005.25442317971,1.44919369656957,1,0,"defender",8,2,0
5,20,2025-01-20,"training",4953.39807343844,1300.95084738539,0,31,40,560.748668088449,4.56264448098186,130,69.2069333787368,56,192,4.68559203852725,3,1,4305.98375421885,3112.93734352795,1.38325423194634,1,0,"defender",18,2,0
